expediente|cod_plan|des_plan|anio_apertura_expediente|exp_cerrado|exp_trasladado|tipo_traslado|exp_bloqueado|abandona|anio_convocatoria_acceso|convocatoria_acceso|acceso|des_acceso|sub_acceso|des_subacesso|nota_acceso|nota_admision_def|centro_escolar_acceso|sexo|fecha_nacimiento|cod_provincia|provincia|cod_municipio|municipio
305|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|6.6||105-I.E.S. CRISTO DEL ROSARIO|H|1990-12-15|6.0|BADAJOZ|785.0|ZAFRA
308|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2008-09|SEP|1|Selectividad|1|LOGSE|5.07|5.07|156-COL. Nª. Sª. DEL CARMEN (Bad.)|H|1990-09-07|6.0|BADAJOZ|683.0|VALDELACALZADA
309|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2008-09|JUN|1|Selectividad|1|LOGSE|6.38||215-I.E.S. JALAMA|H|1991-07-03|10.0|CÁCERES|504.0|MORALEJA
310|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|3|Formación Profesional|1|Ciclos formativos|5.38||220-I.E.S. UNIVERSIDAD LABORAL|D|1988-11-14|10.0|CÁCERES|1.0|CÁCERES
312|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|7.108||135-I.E.S. FUENTE RONIEL|H|1992-02-25|6.0|BADAJOZ|265.0|FUENTE DEL MAESTRE
313|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|5.932||177-I.E.S. TAMUJAL|H|1992-02-29|6.0|BADAJOZ|60.0|ARROYO DE SAN SERVÁN
314|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|8.65||205-I.E.S. AL-QÁZERES|D|1992-03-13|10.0|CÁCERES|1.0|CÁCERES
315|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|JUN|3|Formación Profesional|1|Ciclos formativos|6.0|||H|1987-07-31|6.0|BADAJOZ|60.0|ARROYO DE SAN SERVÁN
316|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|JUN|3|Formación Profesional|1|Ciclos formativos|5.63||220-I.E.S. UNIVERSIDAD LABORAL|H|1988-08-26||||
319|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|7.738|||D|1992-04-22|8.0|BARCELONA|303.0|IGUALADA
320|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|JUN|3|Formación Profesional|1|Ciclos formativos|8.25|||D|1990-04-26|18.0|GRANADA|380.0|GUADIX
321|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|6.726||139-I.E.S. ENRIQUE DÍEZ CANEDO|H|1992-09-17|6.0|BADAJOZ|510.0|PUEBLA DE LA CALZADA
323|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|JUN|1|Selectividad|5|LOE (Grados)|6.648||232-I.E.S. PROFESOR HERNÁNDEZ PACHECO|H|1992-07-30|10.0|CÁCERES|1.0|CÁCERES
324|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|JUN|1|Selectividad|5|LOE (Grados)|5.946||139-I.E.S. ENRIQUE DÍEZ CANEDO|H|1992-01-21|6.0|BADAJOZ|510.0|PUEBLA DE LA CALZADA
325|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|3|Formación Profesional|1|Ciclos formativos|5.88|||D|1987-11-17|10.0|CÁCERES|584.0|PLASENCIA
326|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|3|Formación Profesional|1|Ciclos formativos|5.83||220-I.E.S. UNIVERSIDAD LABORAL|H|1983-07-10|6.0|BADAJOZ|785.0|ZAFRA
327|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|S|2009-10|JUN|1|Selectividad|5|LOE (Grados)|6.896||109-I.E.S. ALBARREGAS|D|1992-04-07|6.0|BADAJOZ|410.0|MÉRIDA
329|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|6.28||182-I.E.S. QUINTANA DE LA SERENA|H|1992-02-08|6.0|BADAJOZ|540.0|QUINTANA DE LA SERENA
331|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2008-09|SEP|1|Selectividad|1|LOGSE|5.33||138-I.E.S. SAN JOSÉ (Villanueva)|D|1990-04-25|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
332|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|JUN|1|Selectividad|5|LOE (Grados)|5.142||136-I.E.S. SÁENZ DE BURUAGA|H|1992-09-16|6.0|BADAJOZ|410.0|MÉRIDA
333|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|JUN|1|Selectividad|5|LOE (Grados)|5.491|||H|1991-02-24|21.0|HUELVA|50.0|ALMONTE
334|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|S|S|1996-97|SEP|1|Selectividad|2|COU|5.35|||H|1978-03-09|41.0|SEVILLA|1.0|SEVILLA
335|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2007-08|JUN|1|Selectividad|5|LOE (Grados)|5.19|||D|1990-06-02|14.0|CÓRDOBA|680.0|VILLANUEVA DE CÓRDOBA
338|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|I|N|S|2008-09|SEP|1|Selectividad|1|LOGSE|5.43|5.43|156-COL. Nª. Sª. DEL CARMEN (Bad.)|H|1991-02-10|6.0|BADAJOZ|1.0|BADAJOZ
339|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.054||167-COLEGIO MARÍA AUXILIADORA|D|1991-07-07|6.0|BADAJOZ|410.0|MÉRIDA
340|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|7.26||240-I.E.S. ÁGORA|H|1992-07-11|10.0|CÁCERES|1.0|CÁCERES
341|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.781|||H|1991-09-29|11.0|CÁDIZ|300.0|SAN FERNANDO
342|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.732||204-I.E.S. VIRGEN DEL PUERTO|H|1992-09-24|10.0|CÁCERES|856.0|ZARZA DE GRANADILLA
343|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|6.688||206-I.E.S. SAN PEDRO DE ALCÁNTARA|H|1992-01-19|43.0|TARRAGONA|1.0|TARRAGONA
345|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.986||208-I.E.S. G. TORRENTE BALLESTER|D|1992-01-03|10.0|CÁCERES|476.0|MIAJADAS
346|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|6.444|6.444|231-I.E.S. NORBA CAESARINA|H|1992-08-08|10.0|CÁCERES|192.0|CASAR DE CÁCERES
347|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.696||232-I.E.S. PROFESOR HERNÁNDEZ PACHECO|H|1992-06-26|20.0|GIPUZKOA|1.0|DONOSTIA-SAN SEBASTIÁN
348|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|7.028||115-I.E.S. CASTILLO DE LUNA|H|1992-03-14|6.0|BADAJOZ|30.0|ALBURQUERQUE
351|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.444||236-I.E.S. VALLE DEL JERTE (Plas)|D|1992-02-09|10.0|CÁCERES|456.0|MALPARTIDA DE PLASENCIA
353|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.293|||H|1989-07-31|11.0|CÁDIZ|1.0|CÁDIZ
354|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|6.729|||H|1991-12-04|60.0|EXTRANJEROS|1.0|DESCONOCIDA
355|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.914|6.914|238-COLEGIO LICENCIADOS REUNIDOS|H|1992-08-03|10.0|CÁCERES|1.0|CÁCERES
356|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|6.185|||H|1992-07-16|11.0|CÁDIZ|506.0|SAN MARTÍN DEL TESORILLO
357|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.514||162-I.E.S. ZURBARÁN (Badajoz)|H|1991-05-16|10.0|CÁCERES|584.0|PLASENCIA
358|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|S|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.026||226-I.E.S. GABRIEL Y GALÁN(Plasen)|H|1989-11-25|10.0|CÁCERES|584.0|PLASENCIA
360|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.528||188-I.E.S. PUERTA DE LA SERENA|H|1991-07-25|6.0|BADAJOZ|687.0|VALDIVIA
361|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|N|2009-10|JUN|1|Selectividad|5|LOE (Grados)|7.154||209-I.E.S. LOUSTAU-VALVERDE|H|1992-06-16|10.0|CÁCERES|1.0|CÁCERES
362|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|7.104||113-I.E.S. EL POMAR|H|1992-08-25|6.0|BADAJOZ|345.0|JEREZ DE LOS CABALLEROS
363|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|6.254|||D|1992-09-27|14.0|CÓRDOBA|340.0|HINOJOSA DEL DUQUE
364|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|I|N|S|2008-09|JUN|1|Selectividad|1|LOGSE|6.71||168-I.E.S. EMÉRITA AUGUSTA|H|1991-12-13|6.0|BADAJOZ|410.0|MÉRIDA
365|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.844||227-COLEGIO SANTÍSIMA TRINIDAD|H|1992-12-23|10.0|CÁCERES|584.0|PLASENCIA
366|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.692||120-I.E.S. PUENTE AJUDA|D|1992-02-15|6.0|BADAJOZ|710.0|VALVERDE DE LEGANÉS
367|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|S|S|1997-98|JUN|1|Selectividad|2|COU|6.15||134-COLEGIO CLARET|H|1980-10-29|6.0|BADAJOZ|215.0|DON BENITO
368|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.817|||H|1991-12-03|21.0|HUELVA|1.0|HUELVA
369|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2008-09|JUN|3|Formación Profesional|1|Ciclos formativos|5.5|||H|1989-08-06|6.0|BADAJOZ|410.0|MÉRIDA
370|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2007-08|JUN|1|Selectividad|1|LOGSE|5.99||230-I.E.S. EL BROCENSE|H|1990-10-23|10.0|CÁCERES|516.0|NAVALMORAL DE LA MATA
371|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.556||235-SAGRADO CORAZÓN DE JESÚS (Cá)|H|1992-04-07|10.0|CÁCERES|1.0|CÁCERES
384|1626|GRADO EN EDIFICACIÓN|2009-10|N|S|E|N|S|2005-06|SEP|1|Selectividad|1|LOGSE|6.0|||H|1987-03-01|10.0|CÁCERES|440.0|MADRIGALEJO
389|1626|GRADO EN EDIFICACIÓN|2009-10|N|N|N|S|S|2007-08|JUN|3|Formación Profesional|1|Ciclos formativos|5.83|||H|1988-01-20|6.0|BADAJOZ|590.0|SAN VICENTE DE ALCÁNTARA
390|1626|GRADO EN EDIFICACIÓN|2009-10|N|N|N|N|N|2004-05|JUN|1|Selectividad|2|COU||||H|1980-06-14|35.0|LAS PALMAS|1.0|LAS PALMAS DE GRAN CANARIA
392|1626|GRADO EN EDIFICACIÓN|2009-10|N|N|N|N|S|2006-07|JUN|1|Selectividad|1|LOGSE|5.9|5.9|143-I.E.S. DR. FERNÁNDEZ SANTANA|H|1989-01-18|6.0|BADAJOZ|610.0|LOS SANTOS DE MAIMONA
393|1626|GRADO EN EDIFICACIÓN|2009-10|N|S|E|N|S|2005-06|SEP|1|Selectividad|1|LOGSE|5.91|||H|1987-01-10|6.0|BADAJOZ|70.0|AZUAGA
394|1626|GRADO EN EDIFICACIÓN|2010-11|N|N|N|N|S|2008-09|SEP|1|Selectividad|1|LOGSE|5.0||231-I.E.S. NORBA CAESARINA|D|1990-10-02|10.0|CÁCERES|1.0|CÁCERES
395|1626|GRADO EN EDIFICACIÓN|2010-11|S|N|N|N|N|2008-09|SEP|1|Selectividad|1|LOGSE|5.53||211-I.E.S. GREGORIO MARAÑÓN|D|1991-09-14|37.0|SALAMANCA|1.0|SALAMANCA
396|1626|GRADO EN EDIFICACIÓN|2010-11|N|S|E|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|6.363|||H|1992-01-27|41.0|SEVILLA|1.0|SEVILLA
397|1626|GRADO EN EDIFICACIÓN|2009-10|N|S|S|N|N|1996-97|JUN|1|Selectividad|99|.||||H|1978-03-25|6.0|BADAJOZ|430.0|MONTERRUBIO DE LA SERENA
859|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.51||143-I.E.S. DR. FERNÁNDEZ SANTANA|D|1989-12-19|6.0|BADAJOZ|610.0|LOS SANTOS DE MAIMONA
860|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.536||243-I.E.S. VALLE DEL JERTE (Navac)|H|1993-02-25|10.0|CÁCERES|140.0|CABEZUELA DEL VALLE
861|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|5.56|||D|1990-08-30|14.0|CÓRDOBA|340.0|HINOJOSA DEL DUQUE
862|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|2|Formación Profesional II|7.5||220-I.E.S. UNIVERSIDAD LABORAL|D|1991-05-17|10.0|CÁCERES|1.0|CÁCERES
864|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.514||124-I.E.S. EUGENIO HERMOSO|D|1992-08-31||||
866|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.922||175-I.E.S. ANTONIO DE NEBRIJA|D|1993-01-20|6.0|BADAJOZ|725.0|VALLE DE LA SERENA
867|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|6.0||220-I.E.S. UNIVERSIDAD LABORAL|H|1990-12-06|6.0|BADAJOZ|750.0|VILLAGONZALO
869|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|5.5||220-I.E.S. UNIVERSIDAD LABORAL|H|1987-03-16|10.0|CÁCERES|700.0|SIERRA DE FUENTES
871|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.842||188-I.E.S. PUERTA DE LA SERENA|H|1993-04-21|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
872|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.544||170-I.E.S. SANTA EULALIA|H|1993-02-06|6.0|BADAJOZ|410.0|MÉRIDA
878|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|I|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.318|5.318|156-COL. Nª. Sª. DEL CARMEN (Bad.)|H|1992-03-24|6.0|BADAJOZ|1.0|BADAJOZ
880|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|7.75||242-I.E.S. PÉREZ COMENDADOR|D|1990-11-28|10.0|CÁCERES|584.0|PLASENCIA
882|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|7.106||227-COLEGIO SANTÍSIMA TRINIDAD|D|1993-12-06|10.0|CÁCERES|584.0|PLASENCIA
883|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|5.75|||H|1988-09-08|6.0|BADAJOZ|410.0|MÉRIDA
884|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|6.5||126-I.E.S. CUATRO CAMINOS|D|1989-04-07|6.0|BADAJOZ|795.0|ZALAMEA DE LA SERENA
885|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.678||183-I.E.S. TIERRA DE BARROS|D|1993-03-15|6.0|BADAJOZ|10.0|ACEUCHAL
886|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|5.63||126-I.E.S. CUATRO CAMINOS|H|1990-05-16|6.0|BADAJOZ|190.0|LA CORONADA
887|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|I|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.772|7.472|171-I.E.S. VIRGEN DE GRACIA|H|1993-05-07|6.0|BADAJOZ|790.0|ZAHÍNOS
888|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.982||213-I.E.S. MARIO ROSO DE LUNA|H|1993-01-01|10.0|CÁCERES|428.0|LOGROSÁN
889|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.074||175-I.E.S. ANTONIO DE NEBRIJA|D|1991-01-10|28.0|MADRID|1.0|MADRID
891|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|I|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.236||170-I.E.S. SANTA EULALIA|H|1989-10-05|6.0|BADAJOZ|410.0|MÉRIDA
892|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|7.232||118-I.E.S. BARTOLOMÉ JOSÉ GALLARDO|D|1993-12-27|6.0|BADAJOZ|135.0|CAMPANARIO
894|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|N|2007-08|SEP|1|Selectividad|1|LOGSE|5.54||231-I.E.S. NORBA CAESARINA|H|1990-08-26|10.0|CÁCERES|1.0|CÁCERES
896|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.548||210-I.E.S. LUIS DE MORALES|H|1993-10-14|10.0|CÁCERES|1.0|CÁCERES
898|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|S|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.924||156-COL. Nª. Sª. DEL CARMEN (Bad.)|D|1993-11-04|6.0|BADAJOZ|1.0|BADAJOZ
902|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.466||210-I.E.S. LUIS DE MORALES|H|1993-07-09|10.0|CÁCERES|84.0|ARROYO DE LA LUZ
903|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.375||114-I.E.S. PEDRO DE VALDIVIA|H|1993-09-20|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
904|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.753||188-I.E.S. PUERTA DE LA SERENA|D|1993-10-26|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
905|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|E|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|7.014|||H|1993-04-05|33.0|ASTURIAS|1.0|OVIEDO
906|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|7.25||124-I.E.S. EUGENIO HERMOSO|H|1990-01-11|6.0|BADAJOZ|1.0|BADAJOZ
909|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.626||236-I.E.S. VALLE DEL JERTE (Plas)|H|1993-02-24|10.0|CÁCERES|64.0|ALDEHUELA DEL JERTE
912|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.886|8.086|177-I.E.S. TAMUJAL|D|1993-07-27|6.0|BADAJOZ|410.0|MÉRIDA
913|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|E|N|S|2006-07|SEP|1|Selectividad|1|LOGSE|5.55||227-COLEGIO SANTÍSIMA TRINIDAD|H|1989-03-31|10.0|CÁCERES|584.0|PLASENCIA
914|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.306||172-COL. Nª. Sª. DEL CARMEN (Vfca)|D|1993-05-05|6.0|BADAJOZ|740.0|VILLAFRANCA DE LOS BARROS
915|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|5.6|||H|1990-11-06|10.0|CÁCERES|584.0|PLASENCIA
916|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.84||179-I.E.S. CAMPOS DE SAN ROQUE|D|1993-04-14|6.0|BADAJOZ|710.0|VALVERDE DE LEGANÉS
917|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.322||179-I.E.S. CAMPOS DE SAN ROQUE|H|1993-12-21|6.0|BADAJOZ|710.0|VALVERDE DE LEGANÉS
918|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2005-06|SEP|1|Selectividad|1|LOGSE|5.38|||H|1988-01-25|37.0|SALAMANCA|1.0|SALAMANCA
919|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.944||136-I.E.S. SÁENZ DE BURUAGA|H|1993-06-20|6.0|BADAJOZ|410.0|MÉRIDA
920|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|5.322||176-I.E.S. SIERRA DE SAN PEDRO|H|1991-08-04|6.0|BADAJOZ|1.0|BADAJOZ
921|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|7.182||139-I.E.S. ENRIQUE DÍEZ CANEDO|D|1993-02-05|6.0|BADAJOZ|510.0|PUEBLA DE LA CALZADA
923|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|6.64||101-I.E.S. SAN JOSÉ (Badajoz)|H|1988-10-09||||
924|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|S|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|6.75|6.75||D|1989-10-20|10.0|CÁCERES|717.0|TIETAR
926|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|N|2010-11|JUN|1|Selectividad|5|LOE (Grados)|7.018||189-I.E.S. DE CASTUERA|D|1993-01-28|6.0|BADAJOZ|540.0|QUINTANA DE LA SERENA
927|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|7.25|||H|1989-08-04|10.0|CÁCERES|1.0|CÁCERES
928|1626|GRADO EN EDIFICACIÓN|2011-12|N|S|E|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.1|6.1|239-COLEGIO INTERNACIONAL SAN JORGE|D|1993-10-01|10.0|CÁCERES|1.0|CÁCERES
931|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|5.88||220-I.E.S. UNIVERSIDAD LABORAL|H|1985-10-10|6.0|BADAJOZ|295.0|GUAREÑA
933|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|S|S|2008-09|JUN|3|Formación Profesional|1|Ciclos formativos|5.7|||H|1989-01-25|6.0|BADAJOZ|1.0|BADAJOZ
934|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2009-10|SEP|1|Selectividad|5|LOE (Grados)|5.9||230-I.E.S. EL BROCENSE|H|1990-06-04|19.0|GUADALAJARA|1.0|GUADALAJARA
938|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|SEP|1|Selectividad|5|LOE (Grados)|5.764||220-I.E.S. UNIVERSIDAD LABORAL|D|1993-03-26|10.0|CÁCERES|704.0|TALAVÁN
939|1626|GRADO EN EDIFICACIÓN|2011-12|S|N|N|N|N|2010-11|SEP|1|Selectividad|5|LOE (Grados)|5.978||105-I.E.S. CRISTO DEL ROSARIO|D|1993-04-22|6.0|BADAJOZ|65.0|ATALAYA
940|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|S|2010-11|SEP|1|Selectividad|5|LOE (Grados)|5.998||117-I.E.S. ARROYO HARNINA|D|1993-03-23||||
941|1626|GRADO EN EDIFICACIÓN|2011-12|N|N|N|N|N|2010-11|SEP|1|Selectividad|5|LOE (Grados)|6.476||164-I.E.S. ALBA PLATA|D|1993-10-19|6.0|BADAJOZ|95.0|BIENVENIDA
